particleNum,insertionNode,insertionDate,insertionTime, 124_firstDate, 124_firstTime, 124_lastDate, 124_lastTime, 417_firstDate, 417_firstTime, 417_lastDate, 417_lastTime, 268_firstDate, 268_firstTime, 268_lastDate, 268_lastTime, 469_firstDate, 469_firstTime, 469_lastDate, 469_lastTime, 356_firstDate, 356_firstTime, 356_lastDate, 356_lastTime, 19_firstDate, 19_firstTime, 19_lastDate, 19_lastTime, 348_firstDate, 348_firstTime, 348_lastDate, 348_lastTime, CVP_firstDate, CVP_firstTime, CVP_lastDate, CVP_lastTime, 34_firstDate, 34_firstTime, 34_lastDate, 34_lastTime, 271_firstDate, 271_firstTime, 271_lastDate, 271_lastTime, 38_firstDate, 38_firstTime, 38_lastDate, 38_lastTime, Exit_firstDate, Exit_firstTime, Exit_lastDate, Exit_lastTime, 94_firstDate, 94_firstTime, 94_lastDate, 94_lastTime, 82_firstDate, 82_firstTime, 82_lastDate, 82_lastTime, SWP_firstDate, SWP_firstTime, SWP_lastDate, SWP_lastTime, Chipps_firstDate, Chipps_firstTime, Chipps_lastDate, Chipps_lastTime, 256_firstDate, 256_firstTime, 256_lastDate, 256_lastTime, 118_firstDate, 118_firstTime, 118_lastDate, 118_lastTime, 340_firstDate, 340_firstTime, 340_lastDate, 340_lastTime,diedWaterbody,deathDate,deathTime
955,121,11-Feb-15,2300, 12FEB2015 ,1915, 12FEB2015 ,2345,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999, 13FEB2015 ,2145, 13FEB2015 ,2145, 14FEB2015 ,445, 14FEB2015 ,445,-999,-999,-999,-999,-999,-999,-999,-999, 13FEB2015 ,1045, 13FEB2015 ,1045,-999,-999,-999,-999,802, 14FEB2015 ,445
956,121,11-Feb-15,2300, 12FEB2015 ,1930, 13FEB2015 ,2400,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999, 14FEB2015 ,345, 14FEB2015 ,345,-999,-999,-999,-999,208, 21FEB2015 ,600
957,121,11-Feb-15,2300,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999, 13FEB2015 ,130, 13FEB2015 ,130,-999,-999,-999,-999,-999,-999,-999,-999, 12FEB2015 ,700, 12FEB2015 ,700,-999,-999,-999,-999,802, 13FEB2015 ,130
958,121,11-Feb-15,2300, 12FEB2015 ,515, 12FEB2015 ,1415,-999,-999,-999,-999,-999,-999,-999,-999, 18FEB2015 ,800, 18FEB2015 ,800, 18FEB2015 ,2145, 18FEB2015 ,2145,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999, 16FEB2015 ,315, 17FEB2015 ,700, 15FEB2015 ,1700, 17FEB2015 ,1145, 19FEB2015 ,1845, 19FEB2015 ,1845,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999, 18FEB2015 ,2145, 18FEB2015 ,2145,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
959,121,11-Feb-15,2300, 12FEB2015 ,430, 12FEB2015 ,1345,-999,-999,-999,-999,-999,-999,-999,-999, 20FEB2015 ,1200, 20FEB2015 ,1200, 21FEB2015 ,845, 21FEB2015 ,845,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999, 19FEB2015 ,815, 19FEB2015 ,815,-999,-999,-999,-999, 19FEB2015 ,1900, 19FEB2015 ,1915,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999, 21FEB2015 ,845, 21FEB2015 ,845,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,454, 22FEB2015 ,1015
960,121,11-Feb-15,2300,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999, 12FEB2015 ,1245, 12FEB2015 ,1245, 13FEB2015 ,245, 13FEB2015 ,245,-999,-999,-999,-999,-999,-999,-999,-999, 12FEB2015 ,630, 12FEB2015 ,630,-999,-999,-999,-999,802, 13FEB2015 ,245
961,121,11-Feb-15,2315,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999, 13FEB2015 ,315, 13FEB2015 ,315,-999,-999,-999,-999,-999,-999,-999,-999, 12FEB2015 ,645, 12FEB2015 ,645,-999,-999,-999,-999,802, 13FEB2015 ,315
962,121,11-Feb-15,2315, 12FEB2015 ,500, 12FEB2015 ,1545,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,313, 25FEB2015 ,1430
963,121,11-Feb-15,2315,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999, 13FEB2015 ,1030, 13FEB2015 ,1030,-999,-999,-999,-999,-999,-999,-999,-999, 12FEB2015 ,945, 12FEB2015 ,945,-999,-999,-999,-999,802, 13FEB2015 ,1030
964,121,11-Feb-15,2315,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,143, 12FEB2015 ,15
