Deployment,Period,Site,ID,FL_cm,Weight_g,Cage,K,CageRep
Winter,Post,RV,Winter_463,7,2.37,D,0.691,Winter_RV_D
Winter,Post,RV,Winter_464,5.8,1.47,D,0.753,Winter_RV_D
Winter,Post,RV,Winter_465,6.4,1.82,D,0.694,Winter_RV_D
Winter,Post,RV,Winter_466,6.1,1.41,D,0.621,Winter_RV_D
Winter,Post,RV,Winter_467,5.3,0.92,D,0.618,Winter_RV_D
Winter,Post,RV,Winter_468,6.6,2.11,D,0.734,Winter_RV_D
Winter,Post,RV,Winter_469,6.5,1.92,D,0.699,Winter_RV_D
Winter,Post,RV,Winter_470,6.5,2.15,D,0.783,Winter_RV_D
Winter,Post,RV,Winter_471,5.8,1.06,D,0.543,Winter_RV_D
Winter,Post,RV,Winter_472,6,1.51,D,0.699,Winter_RV_D
Winter,Post,RV,Winter_473,6.1,1.7,D,0.749,Winter_RV_D
Winter,Post,RV,Winter_474,6.2,1.56,D,0.655,Winter_RV_D
Winter,Post,RV,Winter_475,5.8,1.27,D,0.651,Winter_RV_D
Winter,Post,RV,Winter_476,6.8,2.27,D,0.722,Winter_RV_D
Winter,Post,RV,Winter_477,5.9,1.41,D,0.687,Winter_RV_D
Winter,Post,RV,Winter_478,5.9,1.28,D,0.623,Winter_RV_D
Winter,Post,DWSC,Winter_479,6,1.41,D,0.653,Winter_DWSC_D
Winter,Post,RV,Winter_480,6.5,1.89,D,0.688,Winter_RV_D
Winter,Post,RV,Winter_481,6.5,1.89,D,0.688,Winter_RV_D
Winter,Post,RV,Winter_482,6.2,1.61,D,0.676,Winter_RV_D
Winter,Post,RV,Winter_483,6.5,1.76,D,0.641,Winter_RV_D
Winter,Post,RV,Winter_484,5.9,1.34,D,0.652,Winter_RV_D
Winter,Post,RV,Winter_485,5.6,1.18,D,0.672,Winter_RV_D
Winter,Post,RV,Winter_486,5.8,1.38,D,0.707,Winter_RV_D
Winter,Post,RV,Winter_487,6.4,1.64,D,0.626,Winter_RV_D
Winter,Post,RV,Winter_488,6.1,1.5,D,0.661,Winter_RV_D
Winter,Post,RV,Winter_489,6,1.25,D,0.579,Winter_RV_D
Winter,Post,RV,Winter_490,6.3,1.56,D,0.624,Winter_RV_D
Winter,Post,RV,Winter_491,5.2,0.96,D,0.683,Winter_RV_D
Summer,Post,RV,RV_082819_1,4.4,0.35,Cage A,0.411,Summer_RV_Cage A
Summer,Post,RV,RV_082819_2,4.5,0.65,Cage A,0.713,Summer_RV_Cage A
Summer,Post,RV,RV_082819_3,5,0.92,Cage A,0.736,Summer_RV_Cage A
Summer,Post,RV,RV_082819_4,5,0.71,Cage A,0.568,Summer_RV_Cage A
Summer,Post,RV,RV_082819_5,4.9,0.75,Cage A,0.637,Summer_RV_Cage A
Summer,Post,RV,RV_082819_6,4.9,0.69,Cage A,0.586,Summer_RV_Cage A
Summer,Post,RV,RV_082819_7,5.2,0.95,Cage A,0.676,Summer_RV_Cage A
Summer,Post,RV,RV_082819_8,4.8,0.77,Cage A,0.696,Summer_RV_Cage A
Summer,Post,RV,RV_082819_9,4.8,0.69,Cage A,0.624,Summer_RV_Cage A
Summer,Post,RV,RV_082819_10,5,0.84,Cage B,0.672,Summer_RV_Cage B
Summer,Post,RV,RV_082819_11,5,0.86,Cage B,0.688,Summer_RV_Cage B
Summer,Post,RV,RV_082819_12,4.9,0.85,Cage B,0.722,Summer_RV_Cage B
Summer,Post,RV,RV_082819_13,4.9,0.78,Cage B,0.663,Summer_RV_Cage B
Summer,Post,RV,RV_082819_14,5,0.83,Cage B,0.664,Summer_RV_Cage B
Summer,Post,RV,RV_082819_15,5.7,1.12,Cage B,0.605,Summer_RV_Cage B
Summer,Post,RV,RV_082819_16,5,0.79,Cage B,0.632,Summer_RV_Cage B
Summer,Post,RV,RV_082819_17,5,0.71,Cage C,0.568,Summer_RV_Cage C
Summer,Post,RV,RV_082819_18,4.9,0.74,Cage C,0.629,Summer_RV_Cage C
Summer,Post,RV,RV_082819_19,4.7,0.81,Cage C,0.78,Summer_RV_Cage C
Summer,Post,RV,RV_082819_20,4.7,0.86,Cage C,0.828,Summer_RV_Cage C
Summer,Post,RV,RV_082819_21,5.3,1.17,Cage C,0.786,Summer_RV_Cage C
Summer,Post,RV,RV_082819_22,4.7,0.49,Cage C,0.472,Summer_RV_Cage C
Summer,Post,RV,RV_082819_41,5.5,0.95,Cage A,0.571,Summer_RV_Cage A
Summer,Post,RV,RV_082819_42,4.7,0.71,Cage A,0.684,Summer_RV_Cage A
Summer,Post,RV,RV_082819_43,5.1,0.94,Cage A,0.709,Summer_RV_Cage A
Summer,Post,RV,RV_082819_44,4.6,0.6,Cage A,0.616,Summer_RV_Cage A
Summer,Post,RV,RV_082819_45,4.6,0.63,Cage A,0.647,Summer_RV_Cage A
Summer,Post,RV,RV_082819_46,5,0.84,Cage A,0.672,Summer_RV_Cage A
Summer,Post,RV,RV_082819_47,4.9,0.71,Cage A,0.603,Summer_RV_Cage A
Summer,Post,RV,RV_082819_48,4.9,0.67,Cage A,0.569,Summer_RV_Cage A
Summer,Post,RV,RV_082819_49,5.8,1.29,Cage A,0.661,Summer_RV_Cage A
Summer,Post,RV,RV_082819_50,5,0.73,Cage A,0.584,Summer_RV_Cage A
Summer,Post,RV,RV_082819_51,4.7,0.64,Cage A,0.616,Summer_RV_Cage A
Summer,Post,RV,RV_082819_52,5.2,0.84,Cage A,0.597,Summer_RV_Cage A
Summer,Post,RV,RV_082819_53,5.6,1.14,Cage A,0.649,Summer_RV_Cage A
Summer,Post,RV,RV_082819_54,5.2,1.06,Cage A,0.754,Summer_RV_Cage A
Summer,Post,RV,RV_082819_55,5.6,1.13,Cage A,0.643,Summer_RV_Cage A
Summer,Post,RV,RV_082819_56,5.4,1.11,Cage A,0.705,Summer_RV_Cage A
Summer,Post,RV,RV_082819_57,5.1,0.88,Cage A,0.663,Summer_RV_Cage A
Summer,Post,RV,RV_082819_58,5.5,0.88,Cage A,0.529,Summer_RV_Cage A
Summer,Post,RV,RV_082819_59,5.1,0.88,Cage A,0.663,Summer_RV_Cage A
Summer,Post,RV,RV_082819_60,4.6,0.51,Cage A,0.524,Summer_RV_Cage A
Summer,Post,RV,RV_082819_61,4.5,0.54,Cage A,0.593,Summer_RV_Cage A
Summer,Post,RV,RV_082819_62,5.1,0.92,Cage A,0.694,Summer_RV_Cage A
Summer,Post,RV,RV_082819_63,5,0.69,Cage A,0.552,Summer_RV_Cage A
Summer,Post,RV,RV_082819_64,4.5,0.44,Cage A,0.483,Summer_RV_Cage A
Summer,Post,RV,RV_082819_65,4.9,0.85,Cage A,0.722,Summer_RV_Cage A
Summer,Post,RV,RV_082819_66,4.8,0.79,Cage A,0.714,Summer_RV_Cage A
Summer,Post,RV,RV_082819_67,4.9,0.65,Cage A,0.552,Summer_RV_Cage A
Summer,Post,RV,RV_082819_68,5,0.64,Cage A,0.512,Summer_RV_Cage A
Summer,Post,RV,RV_082819_69,5,0.89,Cage A,0.712,Summer_RV_Cage A
Summer,Post,RV,RV_082819_70,4.7,0.41,Cage B,0.395,Summer_RV_Cage B
Summer,Post,RV,RV_082819_71,4.7,0.66,Cage B,0.636,Summer_RV_Cage B
Summer,Post,RV,RV_082819_72,4.1,0.46,Cage B,0.667,Summer_RV_Cage B
Summer,Post,RV,RV_082819_73,5.6,1.06,Cage B,0.604,Summer_RV_Cage B
Summer,Post,RV,RV_082819_74,4.8,0.53,Cage B,0.479,Summer_RV_Cage B
Summer,Post,RV,RV_082819_75,4.9,0.67,Cage C,0.569,Summer_RV_Cage C
Summer,Post,RV,RV_082819_76,4.8,0.7,Cage B,0.633,Summer_RV_Cage B
Summer,Post,RV,RV_082819_77,5,0.82,Cage B,0.656,Summer_RV_Cage B
Summer,Post,RV,RV_082819_78,4.9,0.77,Cage B,0.654,Summer_RV_Cage B
Summer,Post,RV,RV_082819_79,4.7,0.75,Cage B,0.722,Summer_RV_Cage B
Summer,Post,RV,RV_082819_80,4.5,0.53,Cage B,0.582,Summer_RV_Cage B
Summer,Post,RV,RV_082819_81,5.4,1.16,Cage B,0.737,Summer_RV_Cage B
Summer,Post,RV,RV_082819_82,5,0.83,Cage B,0.664,Summer_RV_Cage B
Summer,Post,RV,RV_082819_83,6,1.67,Cage B,0.773,Summer_RV_Cage B
Summer,Post,RV,RV_082819_84,4.5,0.4,Cage B,0.439,Summer_RV_Cage B
Summer,Post,RV,RV_082819_85,5.1,0.92,Cage B,0.694,Summer_RV_Cage B
Summer,Post,RV,RV_082819_86,5.3,0.98,Cage B,0.658,Summer_RV_Cage B
Summer,Post,RV,RV_082819_87,5.4,1.05,Cage B,0.667,Summer_RV_Cage B
Summer,Post,RV,RV_082819_88,5,0.83,Cage B,0.664,Summer_RV_Cage B
Summer,Post,RV,RV_082819_89,4.7,0.7,Cage B,0.674,Summer_RV_Cage B
Summer,Post,RV,RV_082819_90,5,0.67,Cage A,0.536,Summer_RV_Cage A
Summer,Post,RV,RV_082819_91,4.5,0.55,Cage B,0.604,Summer_RV_Cage B
Summer,Post,RV,RV_082819_92,4.5,0.7,Cage B,0.768,Summer_RV_Cage B
Summer,Post,RV,RV_082819_93,4.9,0.89,Cage B,0.756,Summer_RV_Cage B
Summer,Post,RV,RV_082819_94,4.9,0.59,Cage B,0.501,Summer_RV_Cage B
Summer,Post,RV,RV_082819_95,5.4,0.88,Cage C,0.559,Summer_RV_Cage C
Summer,Post,RV,RV_082819_96,4.8,0.72,Cage B,0.651,Summer_RV_Cage B
Summer,Post,RV,RV_082819_97,4.3,0.57,Cage B,0.717,Summer_RV_Cage B
Summer,Post,RV,RV_082819_98,4.7,0.55,Cage C,0.53,Summer_RV_Cage C
Summer,Post,RV,RV_082819_99,4.7,0.55,Cage B,0.53,Summer_RV_Cage B
Summer,Post,RV,RV_082819_100,4.9,0.75,Cage C,0.637,Summer_RV_Cage C
Summer,Post,RV,RV_082819_101,4.7,0.8,Cage C,0.771,Summer_RV_Cage C
Summer,Post,RV,RV_082819_102,4.9,0.79,Cage C,0.671,Summer_RV_Cage C
Summer,Post,RV,RV_082819_103,4.7,0.68,Cage C,0.655,Summer_RV_Cage C
Summer,Post,RV,RV_082819_104,4.8,0.66,Cage C,0.597,Summer_RV_Cage C
Summer,Post,RV,RV_082819_105,5.5,1.19,Cage C,0.715,Summer_RV_Cage C
Summer,Post,RV,RV_082819_106,4.9,0.79,Cage C,0.671,Summer_RV_Cage C
Summer,Post,RV,RV_082819_107,5.1,0.67,Cage C,0.505,Summer_RV_Cage C
Summer,Post,RV,RV_082819_108,4.9,0.85,Cage C,0.722,Summer_RV_Cage C
Summer,Post,RV,RV_082819_109,5.3,1.06,Cage C,0.712,Summer_RV_Cage C
Summer,Post,RV,RV_082819_110,4.8,0.85,Cage C,0.769,Summer_RV_Cage C
Summer,Post,RV,RV_082819_111,4.9,0.62,Cage C,0.527,Summer_RV_Cage C
Summer,Post,RV,RV_082819_112,4.6,0.43,Cage C,0.442,Summer_RV_Cage C
Summer,Post,RV,RV_082819_113,4.7,0.66,Cage C,0.636,Summer_RV_Cage C
Summer,Post,RV,RV_082819_114,4.9,0.64,Cage C,0.544,Summer_RV_Cage C
Summer,Post,RV,RV_082819_115,5.1,0.58,Cage C,0.437,Summer_RV_Cage C
Summer,Post,RV,RV_082819_116,5,0.88,Cage C,0.704,Summer_RV_Cage C
Summer,Post,RV,RV_082819_117,4.8,0.69,Cage C,0.624,Summer_RV_Cage C
Summer,Post,RV,RV_082819_118,5.3,1.01,Cage C,0.678,Summer_RV_Cage C
Summer,Post,RV,RV_082819_119,4.7,0.71,Cage C,0.684,Summer_RV_Cage C
Summer,Post,RV,RV_082819_120,5,0.81,Cage C,0.648,Summer_RV_Cage C
Summer,Post,RV,RV_082819_121,5.1,0.8,Cage C,0.603,Summer_RV_Cage C
Summer,Post,RV,RV_082819_122,4.8,0.71,Cage C,0.642,Summer_RV_Cage C
Summer,Post,RV,RV_082819_123,5.1,0.89,Cage C,0.671,Summer_RV_Cage C
Summer,Post,RV,RV_082819_124,5.1,0.82,Cage C,0.618,Summer_RV_Cage C
Summer,Post,RV,RV_082819_125,4.9,0.77,Cage C,0.654,Summer_RV_Cage C
Summer,Post,RV,RV_082819_126,4.9,0.81,Cage C,0.688,Summer_RV_Cage C
Summer,Post,RV,RV_082819_127,4.6,0.48,Cage C,0.493,Summer_RV_Cage C
Summer,Post,RV,RV_082819_128,4.9,0.69,Cage C,0.586,Summer_RV_Cage C
Summer,Post,RV,RV_082819_129,4.6,0.68,Cage C,0.699,Summer_RV_Cage C
Summer,Post,RV,RV_082819_130,5.3,0.84,Cage B,0.564,Summer_RV_Cage B
Summer,Post,RV,RV_082819_131,4.7,0.55,Cage C,0.53,Summer_RV_Cage C
Summer,Post,RV,RV_082819_132,5,0.51,Cage C,0.408,Summer_RV_Cage C
Summer,Post,RV,RV_082819_133,5.3,0.86,Cage C,0.578,Summer_RV_Cage C
Summer,Post,RV,RV_082819_134,5,0.78,Cage C,0.624,Summer_RV_Cage C
Summer,Post,RV,RV_082819_135,4.8,0.47,Cage C,0.425,Summer_RV_Cage C
Summer,Post,RV,RV_082819_136,4.1,0.3,Cage B,0.435,Summer_RV_Cage B
Summer,Post,RV,RV_082819_137,4,0.16,Cage B,0.25,Summer_RV_Cage B
Summer,Post,RV,RV_082819_138,NA,0.31,Cage B,NA,Summer_RV_Cage B
Summer,Post,RV,RV_082819_139,NA,0.09,Cage C,NA,Summer_RV_Cage C
Summer,Post,RV,RV_082819_140,5.3,0.69,Cage C,0.463,Summer_RV_Cage C
Summer,Post,RV,RV_082819_141,4,0.36,Cage C,0.562,Summer_RV_Cage C
Summer,Post,RV,RV_082819_142,4.8,0.61,Cage B,0.552,Summer_RV_Cage B
Summer,Post,RV,RV_082819_143,NA,0.15,Cage B,NA,Summer_RV_Cage B
Summer,Post,RV,RV_082819_144,NA,0.1,Cage C,NA,Summer_RV_Cage C
Summer,Post,FCCL,FCCL_082919_1,5.3,0.74,B3,0.497,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_2,5.7,1.15,B3,0.621,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_3,6.2,1.41,B3,0.592,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_4,4.7,0.46,B3,0.443,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_5,5.3,0.71,B3,0.477,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_6,5.4,1.07,B3,0.68,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_7,6,1.16,B4,0.537,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_8,4.8,0.7,B4,0.633,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_9,5.7,1.15,B4,0.621,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_10,5.6,1.23,B4,0.7,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_11,4.1,0.41,B4,0.595,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_12,5.8,1.16,B4,0.595,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_13,5.2,0.98,B5,0.697,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_14,5.1,0.9,B5,0.678,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_15,5.3,1.11,B5,0.746,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_16,5.8,1.3,B5,0.666,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_17,5.3,0.85,B5,0.571,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_18,5.5,1.15,B5,0.691,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_19,5.6,1.24,B3,0.706,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_20,5.7,1.18,B3,0.637,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_21,4.9,0.51,B3,0.433,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_22,6.4,1.78,B3,0.679,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_23,5.2,1.13,B3,0.804,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_24,5.7,1.32,B3,0.713,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_25,5.4,0.86,B3,0.546,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_26,5.3,0.96,B3,0.645,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_27,5,0.56,B3,0.448,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_28,4.6,0.57,B3,0.586,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_29,4.4,0.52,B3,0.61,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_30,5.1,0.71,B3,0.535,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_31,4.4,0.45,B3,0.528,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_32,5,0.68,B3,0.544,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_33,5,0.82,B3,0.656,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_34,5.9,1.44,B3,0.701,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_35,6.4,1.88,B3,0.717,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_36,4.7,0.6,B3,0.578,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_37,5.5,1.07,B3,0.643,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_38,5.3,0.77,B3,0.517,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_39,4.9,0.73,B3,0.62,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_40,4.6,0.6,B3,0.616,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_41,5.7,1.39,B3,0.751,Summer_FCCL_B3
Summer,Post,FCCL,FCCL_082919_42,5.8,1.22,B4,0.625,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_43,4.7,0.61,B4,0.588,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_44,4.5,0.56,B4,0.615,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_45,4.7,0.64,B4,0.616,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_46,5.4,1.05,B4,0.667,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_47,4.8,0.5,B4,0.452,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_48,4.7,0.55,B4,0.53,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_49,5.8,1.44,B4,0.738,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_50,6,1.54,B4,0.713,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_51,5,0.76,B4,0.608,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_52,5.5,1.31,B4,0.787,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_53,5.3,0.92,B4,0.618,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_54,5,0.79,B4,0.632,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_55,5.4,1.11,B4,0.705,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_56,4.8,0.81,B4,0.732,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_57,5.9,1.48,B4,0.721,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_58,5.6,1.31,B4,0.746,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_59,5.2,0.93,B4,0.661,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_60,4.8,0.69,B4,0.624,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_61,5.8,1.23,B4,0.63,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_62,4.5,0.6,B4,0.658,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_63,4.9,0.61,B4,0.518,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_64,5,0.52,B4,0.416,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_65,4.7,0.43,B5,0.414,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_66,5.4,1.1,B5,0.699,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_67,4.9,0.66,B5,0.561,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_68,4.5,0.4,B4,0.439,Summer_FCCL_B4
Summer,Post,FCCL,FCCL_082919_69,5.1,0.79,B5,0.596,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_70,5.6,0.99,B5,0.564,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_71,5.6,1.09,B5,0.621,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_72,4.2,0.34,B5,0.459,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_73,5.5,1.02,B5,0.613,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_74,4.6,0.45,B5,0.462,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_75,5.1,0.8,B5,0.603,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_76,5.3,1.04,B5,0.699,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_77,5.4,1.11,B5,0.705,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_78,5.4,1.1,B5,0.699,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_79,5.3,0.78,B5,0.524,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_80,4.4,0.35,B5,0.411,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_81,4.9,0.62,B5,0.527,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_82,4.9,0.89,B5,0.756,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_83,5.4,0.96,B5,0.61,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_84,5.2,0.93,B5,0.661,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_85,5.2,0.89,B5,0.633,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_86,6,1.26,B5,0.583,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_87,5.9,1.46,B5,0.711,Summer_FCCL_B5
Summer,Post,FCCL,FCCL_082919_88,5.4,1.09,B5,0.692,Summer_FCCL_B5
Fall,Post,FCCL,FCCL_110519_1,4.9,0.37,B3,0.314,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_2,5.7,1.02,B3,0.551,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_3,5.4,0.85,B3,0.54,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_4,6.2,1.54,B3,0.646,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_5,5.8,1.07,B3,0.548,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_6,5.6,0.86,B3,0.49,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_7,5.3,0.73,B3,0.49,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_8,5.6,1.24,B3,0.706,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_9,6.2,1.3,B3,0.545,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_10,6.3,1.56,B4,0.624,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_11,6.4,1.84,B4,0.702,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_12,6.2,1.94,B4,0.814,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_13,5.6,0.97,B4,0.552,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_14,6,1.37,B4,0.634,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_15,6.3,1.81,B4,0.724,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_16,6.5,2.03,B4,0.739,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_17,7,2.44,B4,0.711,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_18,6.6,1.89,B4,0.657,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_19,5.8,1.13,B5,0.579,Fall_FCCL_B5
Fall,Post,FCCL,FCCL_110519_20,6.1,1.62,B5,0.714,Fall_FCCL_B5
Fall,Post,FCCL,FCCL_110519_21,6,1.27,B3,0.588,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_22,5.5,1.32,B3,0.793,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_23,5.6,1.09,B3,0.621,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_24,5.8,1.37,B3,0.702,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_25,4.7,0.57,B3,0.549,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_26,5.1,0.65,B3,0.49,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_27,5.6,0.97,B3,0.552,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_28,6.5,1.9,B3,0.692,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_29,6.7,2.05,B3,0.682,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_30,5.3,0.94,B3,0.631,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_31,6,1.62,B3,0.75,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_32,6.3,1.58,B3,0.632,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_33,5.7,0.94,B3,0.508,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_34,6.2,1.43,B3,0.6,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_35,5,0.85,B3,0.68,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_36,6.5,2.01,B3,0.732,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_37,5.3,0.98,B3,0.658,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_38,6.2,1.47,B3,0.617,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_39,6,1.56,B3,0.722,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_40,6,1.56,B3,0.722,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_41,5.5,1.01,B3,0.607,Fall_FCCL_B3
Fall,Post,FCCL,FCCL_110519_42,6.8,1.78,B4,0.566,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_43,6,1.39,B4,0.644,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_44,5.6,1.18,B4,0.672,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_45,6,1.65,B4,0.764,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_46,6.1,1.72,B4,0.758,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_47,7.1,3.59,B4,1.003,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_48,5.2,0.87,B4,0.619,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_49,6.3,1.7,B4,0.68,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_50,5.3,1.13,B4,0.759,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_51,6.2,1.92,B4,0.806,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_52,6.2,1.91,B4,0.801,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_53,6.3,1.65,B4,0.66,Fall_FCCL_B4
Fall,Post,FCCL,FCCL_110519_54,6.2,1.67,B4,0.701,Fall_FCCL_B4
